lng,lat
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911000,41.610500
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.911900,41.609100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.915200,41.611100
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
-70.922300,41.626000
