lng,lat
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
-73.390500,41.480100
