lng,lat
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8231,33.2973
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.8693,33.2628
-111.7585,33.2212
-111.7585,33.2212
-111.7585,33.2212
-111.7585,33.2212
-111.7585,33.2212
-111.7585,33.2212
-111.7585,33.2212
-111.7585,33.2212
